,a_lot,ba,device,wafer_info,device_group,department,package,bond_wire,release,scrapped,ship_package,uk_input,final_test_input,final_test_para_fails,final_test_gross_fails,final_test_output,final_test_yield,delivery_date,quality_id,wps,fa,class_name,cause,comment,edit_user,edit_date,create_user,create_date,operator,tester,workplace,transistor_type,chip_configuration,lead_frame,soft_solder,bond_wire2,article
582,452621,606933,ZXTN25100BFH,9X49INSET.3: 1(probed); 9X49INSET.7: 2(unprobed),SS6,SMD,LFSOT23,AU,True,False,TA,67409.0,62650.0,93.0,223.0,62334.0,0.9949561053471668,2019-01-23 00:00:00.000,668,False,False,Q-Fehler,Bond- &amp; Mold-Problem,"Drahtbondprobleme TP3 + zusätzlich TP4 mit ca. 6k Stck..

QC: 3x Löcher im Plast gefunden .

-< Posten gesperrt.

<font color=red>-< 100% visuelle Inspektion (bei Birgit).",ingo-hoerselmann,2019-01-17 11:14:08.133,ingo-hoerselmann,2019-01-09 10:00:36.820,229; 293; 322; 287; 322,HP40186; HP40171; HP40171; HP40171; HP40171,1023; 250; 250; 250; 250,,X25N100BD,LEADFRAME DZN 1020,,"AU-BETA-DRAHT TYP 0,050 MM",A171S1.68.4
583,454567,607730,ZXTN19060CFF,9X51BIGOT.4: 4(probed),MT,SMD,SOT23F,CU,True,False,TA,36609.0,35972.0,462.0,6.0,35504.0,0.98698988101857,2019-01-28 00:00:00.000,667,False,False,Q-Fehler,,"<font color=black>Probleme mit dem Trägerband TB301.

<font color=black>-< Restmaterial gesperrt + betroffene Chips entfernt.

<font color=black>-< leichte Verbiegungen der Anschlußbeine im Produktionsposten möglich.

<font color=red>Zusätzlich <font color=black>Löcher im Plast: jeweils 1 Loch über der Markierung (beide TP betroffen).

<font color=red>=< 100% visuelle Inspektion (bei Birgit).

<font color=red>Zusätzlich: <font color=black>Grat von T&amp;F an Pin (Reinigung wird durchgeführt).",ingo-hoerselmann,2019-01-24 14:03:31.793,ingo-hoerselmann,2019-01-08 09:53:14.663,322; 322; 275; 275; 322; 322,HP40141; HP40141; HP40141; HP40141; HP40141N; HP40141N; HP40141N; HP40141N,443; 443; 443; 443; 443; 443; 443; 443,npn,,TRÄGERBAND TB 301-6 6-row,,"PD PRO DRAHT 0,043 MM Reißlast",A204Q1.682.4
584,452209,606598,ZXMS6004FF,9X46PILOT.6: 2(probed); 9X46PILOT.4: 6(probed),SVMOS,SMD,SOT23F,AU,True,False,TA,109593.0,109405.0,3625.0,69.0,105711.0,0.9662355468214433,2019-01-30 00:00:00.000,666,False,False,Q-Fehler,Gehäuse-OF,"QC-Fehler: markanter Abdruck auf OF (3 Eindrücke), alle 4 TP betroffen, von Carmen gesperrt.

Fehlerursache unklar: am wahrscheinlichsten Trim&amp;Form (Wie ist der Stand?).

-< Mold unwahrscheinlich [beide Spuren (vorn2+hinten2) betroffen (Birgit)].

-< FT: wirkende Kräfte zu gering (GHo).

<font color=black>-< 100% Selektion (Birgit, Karin, Petra) abgeschlossen.

<font color=black>-< BE stehen noch vor Gurten.",ingo-hoerselmann,2019-01-24 14:02:20.770,ingo-hoerselmann,2019-01-07 11:42:02.887,328; 225; 304; 225; 231; 275; 287; 231; 275; 287,AOT40100; AOT40100; AOT40100; AOT40100; HP40141; HP40141; HP40141; HP40141N; HP40141N; HP40141N,106; 106; 106; 106; 443; 443; 443; 443; 443; 443,,,TRÄGERBAND TB 301-6 6-row,,"AU-BETA-DRAHT 0,025 MM",A20141.655.4
585,452267,606634,ZXMP10A13F,9X42ABATE.4: 12(probed),UMOS,SMD,SOT23,CU,True,False,TA,232177.0,230100.0,1330.0,450.0,228320.0,0.992264232942199,2019-01-28 00:00:00.000,665,False,False,Q-Fehler,Gehäuse-OF,"Problem Mattenreinigung.

-< <font color=red>7 Posten bei Renè Schneider.

-< Unterseite kosmetisch (Freigabe HHa).

<font color=red>-< Gurten + 100% Selektion (Birgit).",ingo-hoerselmann,2019-01-07 11:35:43.740,ingo-hoerselmann,2019-01-07 11:35:17.547,275; 225; 304; 225,HP40186; HP40369; HP40369; HP40369; HP40369,1023; 442; 442; 442; 442,pMOSe,ZXMP10A13C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,025MM Dr",A164G1.444.4
586,452263,606630,ZXMN3B01F,9X41LENDS.6: 3(probed); 9X41LENDS.5: 1(probed),UMOS,SMD,SOT23,CU,True,False,TA,71079.0,68880.0,139.0,330.0,68411.0,0.9931910569105691,2019-01-16 00:00:00.000,664,False,False,Q-Fehler,Gehäuse-OF,"Problem Mattenreinigung.

-< <font color=red>7 Posten bei Renè Schneider.

-< Unterseite kosmetisch (Freigabe HHa).

<font color=black>-< Gurten + 100% Selektion (Birgit).

<font color=""#22B14C"">-< Freigabe.",ingo-hoerselmann,2019-01-16 09:42:35.750,ingo-hoerselmann,2019-01-07 11:34:24.913,293,HP40186,1023,,ZXMN3B01C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,038 MM",A164O1.444.4
587,450925,605784,ZXRE125DF,9X40VICAR.5: 5(probed),IC,SMD,SOT23,AU,True,False,TA,102713.0,101920.0,85.0,20.0,101815.0,0.9989697802197802,2019-01-28 00:00:00.000,663,False,False,Q-Fehler,Gehäuse-OF,"Problem Mattenreinigung.

-< <font color=red>7 Posten bei Renè Schneider.

-< Unterseite kosmetisch (Freigabe HHa).

<font color=red>-< Gurten + 100% Selektion (Birgit).",ingo-hoerselmann,2019-01-07 11:34:04.887,ingo-hoerselmann,2019-01-07 11:32:54.517,275; 322,HP40186; HP40171,443; 250,,ZXRE100401C,TRÄGERBAND TB 401 L-A veredelt,,"GOLDDRAHT 0,022MM",A161A1.42.4
588,453133,607226,ZTL432AFF,9X41OVARY.6: 1(probed),IC,SMD,SOT23F,CU,True,False,TA,48946.0,24460.0,631.0,16.0,23813.0,0.9735486508585446,2019-01-21 00:00:00.000,662,True,False,Q-Fehler,Wafer,"Ink-Waferproblem.

* TP1 gebondet &amp; okay (Eric) / TP2 gestoppt (WPS).

-< TP1 ausgeliefert.",ingo-hoerselmann,2019-01-24 14:01:06.017,ingo-hoerselmann,2019-01-04 11:52:05.963,292; 292,HP40141N; HP40141,443; 443,,,TRÄGERBAND TB 301-6 6-row,,"PD PRO DRAHT 0,025 MM Reißlast",A204I1.681.4
589,452277,606644,ZXTN25100BFH,9X49INSET.5: 9(unprobed),SS6,SMD,LFSOT23,AU,False,True,TA,208346.0,184550.0,745.0,720.0,183085.0,0.99206177187754,2018-12-21 00:00:00.000,661,False,False,Q-Fehler,Gehäuse-OF,"Problem Mattenreinigung (Gehäuse nicht ausgeformt).

-< <font color=red>7 Posten bei Renè Schneider.

-< Unterseite stark betroffen.

<font color=red>=< Verschrottungsantrag für TP2/9 von Ingmar in Arbeit.",ingo-hoerselmann,2019-01-10 13:39:26.470,ingo-hoerselmann,2019-01-04 11:03:42.130,304; 293; 322; 225; 293; 221; 225,HP40171; HP40171; HP40171; HP40171; HP40171; HP40171; HP40171,250; 250; 250; 250; 250; 250; 250,,X25N100BD,LEADFRAME DZN 1020,,"AU-BETA-DRAHT TYP 0,050 MM",A171S1.68.4
590,452273,606640,ZXCT1008QF,9X50REALM.2: 8(probed); 9X50REALM.10: 2(probed),IC,SMD,LFSOT23,AU,False,True,TA,136834.0,90480.0,3160.0,103.0,87217.0,0.9639367816091954,2018-12-18 00:00:00.000,660,False,False,Q-Fehler,Gehäuse-OF,"Problem Mattenreinigung (Gehäuse nicht ausgeformt).

-< <font color=red>7 Posten bei Renè Schneider.

-< Unterseite stark betroffen.

<font color=red>=< Verschrottungsantrag für TP1/3 von Ingmar in Arbeit.",ingo-hoerselmann,2019-01-10 13:39:58.993,ingo-hoerselmann,2019-01-04 10:56:39.370,289; 325,HP40186; HP40186,1023; 1023,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,"GOLDDRAHT 0,022MM",A171M1.72.4
591,453154,607244,ZXMP6A13F,9X47GLOAT.4: 13(probed),UMOS,SMD,SOT23,CU,True,False,TA,245088.0,242110.0,1888.0,2281.0,237941.0,0.982780554293503,2019-01-07 00:00:00.000,659,False,False,Q-Fehler,P&amp;P tool,"<font face=""Calibri (Detailbereich)"" size=2 color=black>TP1, 30k, fehlende Chips, Die tilt, versetzte Chips, P&amp;P defekt und repariert.

<font face=""Calibri (Detailbereich)"" size=2 color=black>-< Problemvermeidung durch neuen Chipbonder.

<font face=""Calibri (Detailbereich)"" size=2 color=black>-< Yield und QC Check.

<font face=""Calibri (Detailbereich)"" size=2 color=""#22B14C"">ausgeliefert.",martin-krausse,2019-01-11 08:26:21.853,ingo-hoerselmann,2019-01-03 11:31:55.350,236; 236; 221; 331; 236; 331; 236,HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186,1023; 1023; 1023; 1023; 1023; 1023; 1023,pMOSe,ZXMP6A13C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,025MM Dr",A164G1.444.4
592,452623,606935,ZXTP25020CFH,9X50LIMPS.4: 6(probed),SS6,SMD,LFSOT23,AU,True,False,TA,121063.0,120693.0,227.0,122.0,120344.0,0.9971083658538606,2019-01-10 00:00:00.000,658,False,False,Q-Fehler,Loch im Plast,"TP2: QC fand in 4 BE tiefe Löcher im Plast.

-< TP2 gesperrt .

-< 100% visuelle Inspektion abgeschlossen.

<font color=""#22B14C"">-< ausgeliefert.",ingo-hoerselmann,2019-01-10 13:36:03.143,ingo-hoerselmann,2018-12-27 10:27:54.853,229; 322; 229; 322; 331; 275; 328; 331; 275; 331; 328; 275,HP40171; HP40171; HP40171; HP40171; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186,250; 250; 250; 250; 1023; 1023; 1023; 1023; 1023; 1023; 1023; 1023,,X25P20CD,LEADFRAME DZN 1020,,"AU-BETA-DRAHT TYP 0,050 MM",A171S1.68.4
593,453203,607286,ZXMP6A17G,9X47LEASE.7: 3(probed); 9X47GLAZE.7: 5(probed),UMOS,SMD,SOT223,AU,True,False,TA,54178.0,53497.0,57.0,1288.0,52152.0,0.97485840327495,2019-01-09 00:00:00.000,657,False,False,Q-Fehler,"<font face=""Times New Roman"" size=2 color=black>Chipkantenausbrüche</font>","<font face=""Calibri (Detailbereich)"" size=2 color=black>TP1, 27k, Chipkantenausbrüche, Bonder repariert,.

<font face=""Calibri (Detailbereich)"" size=2 color=black>-< Problemvermeidung durch neuen Chipbonder.

<font face=""Calibri (Detailbereich)"" size=2 color=black>=< Yield und QC Check (z.Z. Beim Vereinzeln).

<font face=""Calibri (Detailbereich)"" size=2 color=""#22B14C"">Ausbeute: 97,98%, keine QJ --< ausgeliefert.",ingo-hoerselmann,2019-01-10 09:22:49.933,ingo-hoerselmann,2018-12-21 09:38:12.620,,,,pMOSe,ZXMP6A17D,TRÄGERBAND TB4404-B,MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT TYP 0,050 MM",A222V1.24.1
594,453142,607233,FMMT634,9X52ROSIN.4: 11(ringprobed); 9X50VIDEO.4: 4(ringprobed),ST,SMD,SOT23,CU,True,False,TA,259460.0,257553.0,2031.0,13254.0,242268.0,0.9406529918113942,2018-12-31 00:00:00.000,656,False,False,Ausbeute,"ca. 10,3k nicht drahtgebondet","<font size=2 color=black>Linie 2, Erkennungsproblem:.

<font size=2 color=black>TP4, 10.3k nicht drahtgebondet,.

<font size=2 color=black>Teilposten 4-2 generiert mit insgesamt 24.5k.

<font size=2 color=""#22B14C"">=< Freigabe.",ingo-hoerselmann,2019-01-03 10:15:12.217,ingo-hoerselmann,2018-12-20 11:34:38.200,225; 231; 229; 322; 322; 225,HP40171; HP40171; HP40171; HP40171; HP40171; HP40171,250; 250; 250; 250; 250; 250,npn,FMMT634C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,038 MM",A164I1.432.4
595,452271,606638,ZXTN2093FQ,9X04CERES.8: 2(unprobed); 9X03WREST.12: 2(ringprobed),HT,SMD,SOT23,AU,True,True,TA,126903.0,29840.0,893.0,3.0,28944.0,0.9699731903485255,2019-01-11 00:00:00.000,655,False,False,Q-Fehler,falscher Leadframe,"<font face=""Times New Roman"" size=2 color=black>TP3 und 4 mit TB401L-A gebondet, statt TB401LS-N,.

<font face=""Times New Roman"" size=2 color=black>-< 98k im Sperrlager.

<font face=""Times New Roman"" size=2 color=black>=< MES System kaufen.

<font face=""Times New Roman"" size=2 color=""#ED1C24"">=< Verschrottungsantrag von FD gestellt.",ingo-hoerselmann,2019-01-03 13:39:12.423,ingo-hoerselmann,2018-12-20 11:32:52.747,331,HP40186,1023,npn,,TRÄGERBAND TB 401 LS-N  85 my,,"AU-BETA-DRAHT 0,025 MM",A16151.34.4
596,452231,606607,FZT600,9X43DIRGE.5: 5(unprobed),MT,SMD,SOT223,CU,True,True,TA,66825.0,52128.0,370.0,162.0,51596.0,0.9897943523634132,2018-12-31 00:00:00.000,654,False,False,Q-Fehler,Chipabdrücke,"<font face=""Times New Roman"" size=2 color=black>TP2, 13k im Sperrlager,.

<font face=""Times New Roman"" size=2 color=black>-< Fehlerbehebung: Bonder neues Setup.

<font face=""Times New Roman"" size=2 color=""#ED1C24"">=< Verschrottungsantrag von FD gestellt.",ingo-hoerselmann,2019-01-03 13:38:50.333,ingo-hoerselmann,2018-12-20 11:30:53.160,,,,npn,FZT601BD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"KUPFERBONDDRAHT 0,038 MM",A224B1.321.1
597,451804,606344,ZHT431F01,9X52QUEEN.8: 1(ringprobed); 9X52QUEEN.9: 1(probed),IC,SMD,LFSOT23,AU,True,False,TA,37684.0,37599.0,3.0,1.0,37595.0,0.9998936141918668,2018-12-21 00:00:00.000,653,False,False,Allg. & ZVR.,,"1 BIN15.

FA: keine Korrosion.

<font color=""#22B14C"">Freigabe.",ingo-hoerselmann,2018-12-20 11:23:25.843,martin-krausse,2018-12-20 09:54:51.843,229; 229; 322,HP40369; HP40369; AOT40101,441; 441; 103,,ZR43101XF,LEADFRAME DZN 1020,,"GOLDDRAHT 0,022MM",A171N1.72.4
598,452272,606639,ZHT431F01,9X52YOUTH.7: 2(ringprobed),IC,SMD,LFSOT23,AU,True,False,TA,39112.0,38605.0,15.0,54.0,38536.0,0.9982126667530112,2018-12-31 00:00:00.000,652,False,False,Allg. & ZVR.,,"FA: NM BIN13-15 alle gut .

<font color=""#22B14C"">Freigabe.",ingo-hoerselmann,2018-12-20 08:39:03.310,ingo-hoerselmann,2018-12-20 08:15:27.327,322; 293,HP40369; AOT40101,442; 103,,ZR43101XF,LEADFRAME DZN 1020,,"GOLDDRAHT 0,022MM",A171N1.72.4
599,452607,606919,FMMT591,9X50OPTED.6: 7(unprobed),HT,SMD,SOT23,CU,True,False,TA,214212.0,212117.0,223.0,484.0,211410.0,0.9966669338148286,2019-01-11 00:00:00.000,647,False,False,Q-Fehler,,"Drahtbrücken durch Gehäuse sichtbar.

-< Wedgebondstellen lose .

<font color=""#22B14C"">-< Normaldurchlauf .

<font color=""#22B14C"">-< ausgeliefert.

&nbsp;.",ingo-hoerselmann,2019-01-10 09:25:10.953,ingo-hoerselmann,2018-12-18 11:30:52.337,328; 328; 331,HP40186; HP40186; HP40186,1023; 1023; 1023,pnp,,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,025MM Dr",A16451.434.4
600,452281,606626,ZXMN0545G4,9X41DADDY.5: 4(unprobed),UMOS,SMD,SOT223,AU,False,True,TA,55080.0,,,,,,,646,True,False,Allg. & ZVR.,,"0 QJ (GS Kurzschluss).

Ausbeute ~75%.

FA: keine Assemblyfehlergefunden.

5k NM: Ausbeute 90%, 2 QJ (TA) + alle GW ebenfalls TA.

<font color=red>Verschrotten .

<font color=""#22B14C"">keine Anzeichen von Cratering --< WPS.",martin-krausse,2019-01-14 12:04:08.140,martin-krausse,2018-12-17 09:48:11.040,,,,,ZVN0545XD,TRÄGERBAND TB 4405-B,MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT 0,025 MM",A22191.24.1
601,451511,606121,ZXMP10A13FQ,9X40DANCE.4: 13(probed),UMOS,SMD,SOT23,AU,True,False,TA,252500.0,250023.0,88.0,343.0,249592.0,0.9982761585934095,2019-01-29 00:00:00.000,645,False,False,Q-Fehler,Gehäuse-OF,"<font color=black>Problem Mattenreinigung.

<font color=black>-<<font color=""#ED1C24""> 7 Posten<font
color=black> bei Renè Schneider.

<font color=black>-< Unterseite kosmetisch (Freigabe HHa).

<font color=""#ED1C24"">-< Gurten + 100% Selektion (Birgit).",ingo-hoerselmann,2019-01-03 10:16:54.893,ingo-hoerselmann,2018-12-13 11:41:19.193,325; 325; 304; 231; 328,HP40186; HP40186; HP40186; HP40186; HP40186,1023; 1023; 1023; 1023; 1023,pMOSe,ZXMP10A13C,TRÄGERBAND TB 401 LS-N  85 my,,"AU-BETA-DRAHT 0,025 MM",A161G1.44.4
602,448083,604138,FMMT624,9X39GALAS.10: 7(ringprobed),ST,SMD,SOT23,CU,True,False,TA,135327.0,125630.0,4230.0,504.0,120896.0,0.9623179176948181,2019-01-16 00:00:00.000,644,False,False,Q-Fehler,Gehäuse-OF,"Gehäuse nicht ausgeformt (Eckenunterseite).

-< 1x TP bei Renè (3/3) .

-< Übergabe an Endmessung.

<font color=""#22B14C"">=< Freigabe durch BRa.",ingo-hoerselmann,2018-12-20 11:50:50.780,ingo-hoerselmann,2018-12-13 11:39:06.973,325; 322; 325,HP40369; HP40369; HP40186,441; 441; 1023,npn,FMMT624C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,038 MM",A164I1.432.4
603,443742,601154,ZMR330F,9X26POLLS.6: 10(unprobed),IC,SMD,LFSOT23,AU,False,True,TA,203880.0,,,,,,,643,False,False,Q-Fehler,herausragender Draht,"herausragender Draht.

-< Verschrotten.",ingo-hoerselmann,2018-12-13 11:38:40.173,ingo-hoerselmann,2018-12-13 11:37:25.933,,,,,ZMR330F,LEADFRAME DZN 1011,,"GOLDDRAHT 0,022MM",A171L1.72.4
604,449332,604708,ZXTP19020DFF,9X30DRAPE.5: 6(ringprobed),MT,SMD,SOT23F,AU,True,False,TA,78019.0,77568.0,3079.0,262.0,74227.0,0.9569281146864687,2019-04-25 00:00:00.000,642,False,False,Q-Fehler,verbogene Beinchen,"verbogene Beinchen (4 BE je Verplast-Charge), Spur &quot;hinten II&quot;.

-< fehlerhafte Ersatzleiste im Flat-Mold-Werkzeug ausgetauscht.

-< TP 1+2/3 betroffen .

<font color=black>-< Handler ist eingerichtet.

-< <font color=""#ED1C24"">noch 3 von <font color=black>6 Posten bei Renè Schneider.",ingo-hoerselmann,2019-04-12 11:33:59.303,ingo-hoerselmann,2018-12-13 08:40:45.513,331; 331; 236,HP40141; HP40141N; HP40141N,443; 443; 608,pnp,,TRÄGERBAND TB 301-6 6-row,,"AU-BETA-DRAHT TYP 0,050 MM",A201A1.652.4
605,449995,605184,ZXTN07045EFF,9X41MUMMY.4: 3(unprobed),MT,SMD,SOT23F,CU,True,False,TA,39342.0,39175.0,347.0,241.0,38587.0,0.9849904275686024,2018-12-07 00:00:00.000,641,False,False,Q-Fehler,verbogene Beinchen,"verbogene Beinchen (4 BE je Verplast-Charge), Spur &quot;hinten II&quot;.

fehlerhafte Ersatzleiste im Flat-Mold-Werkzeug ausgetauscht.

-< TP 1/2 betroffen <font color=""#ED1C24"">-< Warten auf Handler.

-< Schüttgut bei Renè.",ingo-hoerselmann,2018-12-20 11:46:51.733,ingo-hoerselmann,2018-12-13 08:39:39.933,231; 231,HP40141; HP40141N,443; 443,,,TRÄGERBAND TB 301-6 6-row,,"PD PRO DRAHT 0,043 MM Reißlast",A204O1.682.4
606,449995,613132,ZXTN07045EFF,9X41MUMMY.4: 3(unprobed),MT,SMD,SOT23F,CU,True,False,TA,,,,,,,2019-04-25 00:00:00.000,641,False,False,Q-Fehler,verbogene Beinchen,"verbogene Beinchen (4 BE je Verplast-Charge), Spur &quot;hinten II&quot;.

fehlerhafte Ersatzleiste im Flat-Mold-Werkzeug ausgetauscht.

-< TP 1/2 betroffen <font color=""#ED1C24"">-< Warten auf Handler.

-< Schüttgut bei Renè.",ingo-hoerselmann,2018-12-20 11:46:51.733,ingo-hoerselmann,2018-12-13 08:39:39.933,231; 231,HP40141; HP40141N,443; 443,,,TRÄGERBAND TB 301-6 6-row,,"PD PRO DRAHT 0,043 MM Reißlast",A204O1.682.4
607,449329,604705,ZXTP07012EFF,9X41LITHE.10: 5(probed),MT,SMD,SOT23F,CU,True,False,TA,56425.0,56100.0,5074.0,327.0,50699.0,0.9037254901960784,2018-12-07 00:00:00.000,640,False,False,Q-Fehler,verbogene Beinchen,"verbogene Beinchen (4 BE je Verplast-Charge), Spur &quot;hinten II&quot;.

fehlerhafte Ersatzleiste im Flat-Mold-Werkzeug ausgetauscht.

-< TP 1/2 betroffen<font color=""#ED1C24""> .

<font color=""#22B14C"">-< Selektion mit AOI erfolgreich.",ingo-hoerselmann,2019-04-24 14:04:46.383,ingo-hoerselmann,2018-12-13 08:38:35.227,287; 287,HP40141N; HP40141N,608; 608,pnp,,TRÄGERBAND TB 301-6 6-row,,"PD PRO DRAHT 0,043 MM Reißlast",A204O1.682.4
608,449329,611953,ZXTP07012EFF,9X41LITHE.10: 5(probed),MT,SMD,SOT23F,CU,True,False,TA,,,,,,,2019-04-02 00:00:00.000,640,False,False,Q-Fehler,verbogene Beinchen,"verbogene Beinchen (4 BE je Verplast-Charge), Spur &quot;hinten II&quot;.

fehlerhafte Ersatzleiste im Flat-Mold-Werkzeug ausgetauscht.

-< TP 1/2 betroffen<font color=""#ED1C24""> .

<font color=""#22B14C"">-< Selektion mit AOI erfolgreich.",ingo-hoerselmann,2019-04-24 14:04:46.383,ingo-hoerselmann,2018-12-13 08:38:35.227,287; 287,HP40141N; HP40141N,608; 608,pnp,,TRÄGERBAND TB 301-6 6-row,,"PD PRO DRAHT 0,043 MM Reißlast",A204O1.682.4
609,448575,604413,ZXTN19020DFF,9X37BELLE.3: 4(ringprobed),MT,SMD,SOT23F,AU,False,False,TA,48718.0,48350.0,104.0,79.0,48167.0,0.9962150982419855,2018-12-07 00:00:00.000,639,False,False,Q-Fehler,verbogene Beinchen,"verbogene Beinchen (4 BE je Verplast-Charge), Spur &quot;hinten II&quot;.

fehlerhafte Ersatzleiste im Flat-Mold-Werkzeug ausgetauscht.

-< TP 2/2 betroffen <font color=""#ED1C24"">-< Warten auf Handler.

-< Schüttgut bei Renè.",martin-krausse,2018-12-20 11:45:49.507,ingo-hoerselmann,2018-12-13 08:36:20.133,322; 322,HP40141; HP40141N,443; 443,,,TRÄGERBAND TB 301-6 6-row,,"AU-BETA-DRAHT TYP 0,050 MM",A201A1.652.4
610,448575,613263,ZXTN19020DFF,9X37BELLE.3: 4(ringprobed),MT,SMD,SOT23F,AU,False,False,TA,,,,,,,2019-04-29 00:00:00.000,639,False,False,Q-Fehler,verbogene Beinchen,"verbogene Beinchen (4 BE je Verplast-Charge), Spur &quot;hinten II&quot;.

fehlerhafte Ersatzleiste im Flat-Mold-Werkzeug ausgetauscht.

-< TP 2/2 betroffen <font color=""#ED1C24"">-< Warten auf Handler.

-< Schüttgut bei Renè.",martin-krausse,2018-12-20 11:45:49.507,ingo-hoerselmann,2018-12-13 08:36:20.133,322; 322,HP40141; HP40141N,443; 443,,,TRÄGERBAND TB 301-6 6-row,,"AU-BETA-DRAHT TYP 0,050 MM",A201A1.652.4
611,450934,605793,ZXTN25100BFH,9X39SLIDE.4: 3(ringprobed),SS6,SMD,LFSOT23,AU,False,True,TA,58675.0,58502.0,256.0,116.0,58130.0,0.9936412430344261,,638,False,False,Q-Fehler,Gehäuse nicht ausgeformt,"Gehäuse nicht ausgeformt (massiv, ca. 50% betroffen).

-< 100% Selektierung später (Birgit: sehr aufwändig).

<font color=""#ED1C24"">=< Verschrottungsantrag von Ingmar in Arbeit.",ingo-hoerselmann,2019-01-10 13:40:41.690,ingo-hoerselmann,2018-12-11 10:35:39.973,287; 287; 331,HP40171; HP40171; HP40171,250; 250; 250,,X25N100BD,LEADFRAME DZN 1020,,"AU-BETA-DRAHT TYP 0,050 MM",A171S1.68.4
612,451795,606335,FMMT619,9X48FACIA.3: 12(unprobed),ST,SMD,SOT23,CU,True,False,TA,230066.0,226960.0,2192.0,981.0,223787.0,0.986019562918576,2018-12-27 00:00:00.000,637,False,False,Q-Fehler,Gehäuse nicht ausgeformt,"Gehäuse nicht ausgeformt.

<font color=""#22B14C"">-< Selektierung abgeschlossen (Birgit).",Xiao-Liu,2018-12-20 11:42:05.000,ingo-hoerselmann,2018-12-11 10:29:00.020,328; 293; 248; 248; 229; 229,HP40186; HP40369; HP40369; HP40369; HP40369; HP40369,1023; 441; 441; 441; 441; 441,npn,FMMT619C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,038 MM",A164I1.432.4
613,450932,605791,ZXMN3A14F,9X39GOOEY.3: 5(unprobed),UMOS,SMD,LFSOT23,AU,True,False,TA,54890.0,54603.0,326.0,2289.0,51988.0,0.9521088584876289,2019-01-04 00:00:00.000,634,False,False,Q-Fehler,gatebond incomplete,"Drahtbrücke Gate sichtbare TP1.

mit Q Tester gemessen - alle TA - Decap - Gatebondung fehlerhaft - fallen bei Test aus .",martin-krausse,2018-12-19 12:25:52.207,manuel-hopf,2018-12-11 09:18:14.383,221; 221,AOT40101; AOT40101,103; 103,,ZXMN3A14D,LEADFRAME DZN 1011,,"AU-BETA-DRAHT TYP 0,038 MM",A171O1.74.4
614,451480,606097,ZXMS6004FF,9X50RUGBY.5: 22(probed),SVMOS,SMD,SOT23F,AU,False,False,TA,301227.0,299650.0,3950.0,1234.0,294466.0,0.9826998164525279,2019-03-29 00:00:00.000,618,False,False,Q-Fehler,raue Gehäuse-OF + Pin verbogen,"TP2: Codierung schwach lesbar -< <font color=black>+ TP3 (im Gurt jeweils) bei Britt ??.

<font color=black>TP1: verbogene Beinchen (4 BE je Verplast-Charge), Spur &quot;hinten II&quot; -< fehlerhafte Ersatzleiste im Flat-Mold-Werkzeug ausgetauscht -< bei René ?? <font
color=""#ED1C24"">-< Warten auf Handler.

<font color=black>TP6: bei Britt, noch nicht geblitzt / gegurtet ??.

<font color=""#22B14C"">TP bis 11: ausgeliefert.",martin-krausse,2018-12-20 11:43:12.077,ingo-hoerselmann,2018-12-07 15:37:26.230,168; 275; 275; 275; 275; 322; 275; 275; 275; 322; 236; 275; 293; 287; 225; 229; 331; 304; 229; 225; 229; 225; 293; 304; 322; 322; 236,HP40141N; HP40141N; HP40141N; HP40141N; HP40141N; HP40141; HP40141; HP40141; HP40141; HP40141; HP40141; HP40141; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; HP40141N; HP40141N; HP40141N,608; 443; 443; 443; 443; 443; 443; 443; 443; 443; 443; 443; 106; 106; 106; 106; 106; 106; 106; 106; 106; 106; 106; 106; 443; 443; 443,,,TRÄGERBAND TB 301-6 6-row,,"AU-BETA-DRAHT 0,025 MM",A20141.655.4
